PCA1,PCA2,Cluster,Explained_Variance_PC1,Explained_Variance_PC2
-5.191223385362429,3.8183365028092746,0,0.5690300410173698,0.16930454991347246
0.17591815764778138,-0.9465797468218895,1,0.5690300410173698,0.16930454991347246
2.2283662595256635,-0.2850725738765945,1,0.5690300410173698,0.16930454991347246
-2.195811189596229,-0.9498699089208892,2,0.5690300410173698,0.16930454991347246
4.069568479028993,0.7570431954821244,3,0.5690300410173698,0.16930454991347246
2.712403617420895,-0.10446570685569127,1,0.5690300410173698,0.16930454991347246
-5.1880498094761744,8.485575035304269,0,0.5690300410173698,0.16930454991347246
-3.9484571604938936,-1.984766843043375,2,0.5690300410173698,0.16930454991347246
5.159362432901587,0.9201701726905297,3,0.5690300410173698,0.16930454991347246
0.3071857693019448,-0.48809285814332004,1,0.5690300410173698,0.16930454991347246
-0.5840753433311044,-0.271547127218722,1,0.5690300410173698,0.16930454991347246
3.4405466112525724,-0.5971499665480619,1,0.5690300410173698,0.16930454991347246
-3.3761149670030974,-0.22282877099938922,2,0.5690300410173698,0.16930454991347246
-4.465944523210383,-0.15512695136547291,2,0.5690300410173698,0.16930454991347246
-1.0443156972310714,0.47710839776480923,2,0.5690300410173698,0.16930454991347246
-1.2376090668153754,-0.5516338728119045,2,0.5690300410173698,0.16930454991347246
-3.18809620186532,-0.5497030172727327,2,0.5690300410173698,0.16930454991347246
3.3676068322391326,0.2685063814872844,3,0.5690300410173698,0.16930454991347246
-4.461533138776756,-1.8891098817566094,2,0.5690300410173698,0.16930454991347246
-1.9195592034364135,-0.3563970332930899,2,0.5690300410173698,0.16930454991347246
-3.954850201475321,-0.32744887848079546,2,0.5690300410173698,0.16930454991347246
-0.47033329226924075,-0.2306446764581389,1,0.5690300410173698,0.16930454991347246
2.605332221109873,0.04646315687496138,1,0.5690300410173698,0.16930454991347246
0.3761716745802941,1.2111295483668476,1,0.5690300410173698,0.16930454991347246
-3.8024908322724853,-0.12352094743951274,2,0.5690300410173698,0.16930454991347246
-1.025271201766672,0.5606063776942899,2,0.5690300410173698,0.16930454991347246
-0.6181079008063417,1.500775649560816,1,0.5690300410173698,0.16930454991347246
4.623628742281606,0.009830703555177556,3,0.5690300410173698,0.16930454991347246
4.864519972476389,-0.39336232023165824,3,0.5690300410173698,0.16930454991347246
-2.763182485308074,0.022615960302502458,2,0.5690300410173698,0.16930454991347246
-3.0993538748723943,-1.1774171857669176,2,0.5690300410173698,0.16930454991347246
1.4782979293796692,1.1260536669530352,1,0.5690300410173698,0.16930454991347246
-0.3349297537458001,0.35704833689063503,1,0.5690300410173698,0.16930454991347246
-2.639655819179987,2.4203542314033712,2,0.5690300410173698,0.16930454991347246
0.8550348820754101,1.3657963466229495,1,0.5690300410173698,0.16930454991347246
-1.9103367250092638,-0.8239047828632309,2,0.5690300410173698,0.16930454991347246
3.821167204742206,-0.3294073127492724,3,0.5690300410173698,0.16930454991347246
-0.5870943906108608,1.2270773120540646,1,0.5690300410173698,0.16930454991347246
1.5238209217920375,-0.19243160521811237,1,0.5690300410173698,0.16930454991347246
-2.0303958001523177,-1.6237753345768935,2,0.5690300410173698,0.16930454991347246
1.6185095610795381,0.004095565946802716,1,0.5690300410173698,0.16930454991347246
-4.221096349423636,-1.4023734984792404,2,0.5690300410173698,0.16930454991347246
-3.6978053946592313,0.8076261331099812,2,0.5690300410173698,0.16930454991347246
1.0345154846112432,-1.2816383121706323,1,0.5690300410173698,0.16930454991347246
-3.2483066600771826,0.7438813729275674,2,0.5690300410173698,0.16930454991347246
-2.914716843622493,-1.354701565319844,2,0.5690300410173698,0.16930454991347246
-0.15018132462142328,0.09958503286754813,1,0.5690300410173698,0.16930454991347246
-0.3584523706153421,0.4158085151274835,1,0.5690300410173698,0.16930454991347246
-2.63583355247032,-0.36934562610277694,2,0.5690300410173698,0.16930454991347246
5.473792982726939,-0.5577938442544818,3,0.5690300410173698,0.16930454991347246
0.1916158411369256,-0.6195884013715817,1,0.5690300410173698,0.16930454991347246
3.760042235720703,0.007613057279597429,3,0.5690300410173698,0.16930454991347246
-3.5890251503946295,-0.5411271956103935,2,0.5690300410173698,0.16930454991347246
-2.939212693730992,-1.6949092944384574,2,0.5690300410173698,0.16930454991347246
-4.653088514646482,-1.4468885318509583,2,0.5690300410173698,0.16930454991347246
-3.1383626825746838,-0.7986480768185776,2,0.5690300410173698,0.16930454991347246
0.17203072375818418,-0.6655039419775998,1,0.5690300410173698,0.16930454991347246
-2.1251625091525623,-1.2373850740570338,2,0.5690300410173698,0.16930454991347246
1.6585334114954728,2.331532620946908,1,0.5690300410173698,0.16930454991347246
5.521460751733772,0.4613898812357323,3,0.5690300410173698,0.16930454991347246
-2.9466722586706853,0.9496325105992311,2,0.5690300410173698,0.16930454991347246
1.0749527264786536,-0.830556393122998,1,0.5690300410173698,0.16930454991347246
-2.8352697880375186,-0.7097110906452084,2,0.5690300410173698,0.16930454991347246
-3.8303894197516657,0.21009210966404732,2,0.5690300410173698,0.16930454991347246
-2.184650706179893,-1.6496396257181267,2,0.5690300410173698,0.16930454991347246
-1.5400336503051004,-1.5218803383752177,2,0.5690300410173698,0.16930454991347246
